단어,품사,빈도수
이첩,NNG,1
변경,NNG,1
대어,NNG,1
명령,NNG,1
겸직,NNG,1
녹봉,NNG,1
편의,NNG,1
새벽,NNG,1
야,NNG,1
문자,NNG,1
인신,NNG,1
징계,NNG,1
배척,NNG,1
원단,NNG,1
제로,NNG,1
내시부,NNG,1
부근,NNG,1
권계,NNG,1
울,VV,1
재소,NNG,1
주자소,NNG,1
인쇄,NNG,1
정총,NNG,1
죽,NNG,1
박부,NNG,1
따지,VV,1
만류,NNG,1
권,NNB,1
허주,NNG,1
새해,NNG,1
이종무,NNG,1
채방사,NNG,1
충이,NNG,1
황금,NNG,1
56,NR,1
제복,NNG,1
약재,NNG,1
나흘,NNG,1
하루,NNG,1
성주,NNG,1
이종,NNG,1
초제,NNG,1
묘성,NNG,1
망명,NNG,1
고양,NNG,1
서교,NNG,1
화물,NNG,1
고아,NNG,1
밥,NNG,1
칙,UN,1
저포,NNG,1
마포,NNG,1
은닉,NNG,1
양민,NNG,1
충군,NNG,1
림,NNM,1
많이,MAG,1
원한,NNG,1
99,NR,1
선유,NNG,1
성지,NNG,1
어제,NNG,1
지,VV,1
붉,VV,1
녀,NNG,1
작호,NNG,1
경복흥,NNG,1
묘,NNG,1
폭풍,NNG,1
불고,NNG,1
사망,NNG,1
복의,NNG,1
가볍,VA,1
경주,NNG,1
백률사,NNG,1
전단,NNG,1
개경사,NNG,1
아니,VV,1
종소리,NNG,1
김화,NNP,1
조참,NNG,1
十學,OH,1
은대,NNG,1
벌,NNM,1
우려,NNG,1
倭奴,OH,1
궁벽,XR,1
안치,NNG,1
영원히,MAG,1
용하,VA,1
좌사간,NNG,1
육,NNG,1
경희,NNG,1
경천사,NNG,1
화엄,NNG,1
위로,NNG,1
원호,NNG,1
안익,UN,1
명률,NNG,1
전객,NNG,1
덮,VV,1
두,NNG,1
반의,NNG,1
못,MAG,1
관하,NNG,1
인민,NNG,1
찾,VV,1
으러,ECD,1
우의,NNG,1
천시,NNG,1
인안전,NNG,1
진명,NNG,1
편입,NNG,1
太一殿,OH,1
후릉,UN,1
헌관,NNG,1
이틀간,NNG,1
관족사,NNG,1
돌부처,NNG,1
초례,NNG,1
醮禮,OH,1
백련사,NNG,1
서류,NNG,1
선원록,NNG,1
부록,NNG,1
아첨,NNG,1
화려,XR,1
잡과,NNG,1
용유,NNG,1
양청,NNG,1
역학,NNG,1
15,NR,1
시녀,NNG,1
화산군,NNG,1
기첩,NNG,1
옹주,NNG,1
망사,NNG,1
상상,NNG,1
삼태,NNG,1
중계,NNG,1
원성,NNG,1
화,NNG,1
아다가,ECD,1
처우,NNG,1
괴의,NNG,1
동시,NNG,1
로,XSN,1
곤시,NNG,1
事宜,OH,1
생일,NNG,1
성수,NNG,1
돌아앉,VV,1
식목,NNG,1
독,NNG,1
예법,NNG,1
충과,NNG,1
하성,NNG,1
시학,NNG,1
직숙,UN,1
용포,NNG,1
절사,NNG,1
현실,NNG,1
진충,NNG,1
배가,NNG,1
헤아리,VV,1
복덕,NNG,1
혜,UN,1
나무라,VV,1
賀箋,OH,1
致辭,OH,1
조반,NNG,1
쳐죽이,VV,1
향하,VV,1
살펴보,VV,1
금성,NNG,1
예가,NNG,1
식,XSN,1
의롱,NNG,1
衣籠,OH,1
씩,MAG,1
관곽,NNG,1
규모,NNG,1
스스로,MAG,1
太祖眞殿,OH,1
발령,NNG,1
행패,NNG,1
도,XSN,1
암사,NNG,1
평하,VV,1
백호,NNG,1
하질,NNG,1
추궁,NNG,1
좌군,NNG,1
초경,NNG,1
위반,NNG,1
오시,VV,1
서연,NNG,1
거관,NNG,1
잡물,NNG,1
내어,UN,1
도독부,NNG,1
권중화,NNG,1
부서지,VV,1
윤형,NNG,1
정박,NNG,1
추증,NNG,1
기우,NNG,1
교수,NNG,1
쏟아지,VV,1
무지개,NNG,1
흙비,NNG,1
기온,NNG,1
규제,NNG,1
어용,NNG,1
御容殿,OH,1
유통,NNG,1
별시위,NNG,1
계인,NNG,1
노모를,UN,1
같이,JKM,1
풀리,VV,1
임천,NNG,1
삼관,NNG,1
광대,NNG,1
천공,NNG,1
우열,NNG,1
상림원,NNG,1
1409,NR,1
순제,NNG,1
운하,NNG,1
축,NNG,1
규정를,UN,1
봄날,NNG,1
기축,NNG,1
방,NNG,1
반영,NNG,1
귀신,NNG,1
둑,NNG,1
놈,NNB,1
베,VV,1
시진,NNG,1
채운,NNG,1
월자,NNG,1
전선,NNG,1
전복,NNG,1
문원,NNG,1
마필,NNG,1
내보내,VV,1
동래,NNG,1
퇴각,NNG,1
21,NR,1
불사르,VV,1
사람에게,UN,1
궁부대에게,UN,1
동량,NNG,1
안렴사,NNG,1
존,NNP,1
복호,NNG,1
유임,NNG,1
겠,EPT,1
수성,NNG,1
유창,NNG,1
작위,NNG,1
곽씨,NNP,1
재산,NNG,1
싸움,NNG,1
생이,NNG,1
자살,NNG,1
같,VA,1
우빈객,NNG,1
이내,NNG,1
끼리,XSN,1
쟁송,NNG,1
의의,NNG,1
길지,NNG,1
지제,NNG,1
전물,NNG,1
불결,NNG,1
봉양,NNG,1
문건,NNG,1
히,NNG,1
다루,VV,1
거처,NNG,1
익수,NNP,1
사임,NNG,1
오중,NNG,1
도망병,NNG,1
누,NNG,1
25,NR,1
족,NNG,1
금강경,NNG,1
이우,NNG,1
밟히,VV,1
액정서,NNG,1
계모,NNG,1
송악,NNG,1
성황,NNG,1
입춘,NNG,1
인일,NNG,1
심수,NNG,1
간음,NNG,1
자복,NNG,1
주지,NNG,1
본사,NNG,1
本寺,OH,1
기,XSN,1
성군,NNG,1
호심,NNG,1
파,NNG,1
조정,NNG,1
맡,VV,1
장신,NNG,1
현보,NNG,1
복권,NNG,1
위성,NNG,1
천장,NNG,1
주군,NNG,1
들쑥날쑥,MAG,1
경계,NNG,1
궐문,NNG,1
모이,VV,1
판중추,NNG,1
이근,NNG,1
시책,NNG,1
규,UN,1
령를,UN,1
성만,NNG,1
시종,NNG,1
산의,NNG,1
노인,NNG,1
최의,NNG,1
남양,NNG,1
쟁,NNG,1
정월,NNG,1
초하루,NNG,1
비빈,NNG,1
불꽃놀이,NNG,1
준비,NNG,1
옆,NNG,1
순성,NNG,1
지,XSA,1
병마사,NNG,1
태령,NNG,1
사슴,NNG,1
마리,NNM,1
성비,NNG,1
용담,NNG,1
공주,NNG,1
좌와,NNG,1
권화,NNG,1
격퇴,NNG,1
영기,NNG,1
조선,NNG,1
위협,NNG,1
유현,NNG,1
형각,NNG,1
진의,NNG,1
공궤,NNG,1
식당,NNG,1
오,NR,1
잘,MAG,1
장교,NNG,1
위사,NNG,1
목과,NNG,1
직임,NNG,1
말리,VV,1
익과,NNG,1
의탁,NNG,1
돕,VV,1
관보,NNG,1
비결,NNG,1
떨,VV,1
원산,NNG,1
원부사,NNG,1
이리,NNG,1
탈루,NNG,1
조인,NNG,1
공안,NNG,1
또,MAG,1
지사,NNG,1
이웃,NNG,1
조원,NNG,1
룡,UN,1
익지,UN,1
웅진,NNP,1
허,VV,1
마치,VV,1
용구,NNG,1
연과,NNG,1
솔,NNG,1
마이산,NNP,1
추사,NNG,1
질,XSN,1
만,NNB,1
망제,NNG,1
귤,NNG,1
유자,NNG,1
방장,NNG,1
수릉,NNG,1
개석,NNG,1
89,NR,1
다치,VV,1
친족,NNG,1
생업,NNG,1
안정,NNG,1
승보,NNG,1
불르,VV,1
로써,JKM,1
동정,NNG,1
무너지,VV,1
옥의,NNG,1
의장,NNG,1
호위,NNG,1
경복궁,NNG,1
인솔,NNG,1
각,NNB,1
여의,NNG,1
손과,NNG,1
구타,NNP,1
치수,NNG,1
노,XPN,1
상산,NNG,1
하천,NNG,1
수백,NR,1
그루,NNM,1
천,XSN,1
산짐승,NNG,1
얼마나,MAG,1
마시,VV,1
먹,VV,1
상장군,NNG,1
전보,NNG,1
적임자,NNG,1
갑자기,MAG,1
차,VV,1
팔각정,NNG,1
거비,NNG,1
유면,NNG,1
안질,NNG,1
교법,NNG,1
고관,NNG,1
내장,NNG,1
음의,NNG,1
주라,NNG,1
봉영,NNG,1
상모,NNG,1
象毛,OH,1
재탄,NNG,1
용소,NNG,1
경차관,NNG,1
분의,NNG,1
성,XPN,1
사성,NNG,1
해풍,NNG,1
속하,VV,1
백악산,NNG,1
골,VV,1
응자,UN,1
충해,NNG,1
심하,VA,1
월,NNG,1
月課軍器,OH,1
양주,NNG,1
천보,NNG,1
산과,NNG,1
풍천,NNP,1
사슴과,NNG,1
우르,VV,1
계원,NNG,1
파악,NNG,1
설하,VV,1
살,NNG,1
마주,MAG,1
원우,NNG,1
퇴,NNG,1
봉상,NNG,1
구,XPN,1
성량,NNG,1
사명,NNG,1
고서,ECD,1
오래,MAG,1
시찰,NNG,1
감독관,NNG,1
두르,VV,1
보다,JKM,1
천변,NNG,1
지괴,NNG,1
영,MAG,1
삭,MAG,1
솟,VV,1
통하,VV,1
비용,NNG,1
지불,NNG,1
들,VV,1
영해,NNG,1
여진족,NNG,1
42,NR,1
마음대로,MAG,1
분,NNM,1
홍원,NNP,1
사전,NNG,1
祀典,OH,1
들이,VV,1
끊어지,VV,1
흐르,VV,1
모퉁이,NNG,1
사렵,NNG,1
절반,NNG,1
분배,NNG,1
더욱,MAG,1
저물,VV,1
녁,NNB,1
기르,VV,1
여경,NNG,1
같이,MAG,1
조연,NNG,1
복시,NNG,1
당성,NNG,1
신보,NNG,1
호부,NNG,1
김자수,NNG,1
수보,NNG,1
왕휴,UN,1
건강,NNG,1
황보인,NNG,1
폭주,NNG,1
이관,NNG,1
둘레,NNG,1
금형,NNG,1
날,NNG,1
간의,NNG,1
우구,NNG,1
용신당,NNG,1
내의,NNG,1
여울물,NNG,1
죽산,NNP,1
중맹선,NNG,1
당,NNG,1
요언,NNG,1
모질,VA,1
함락,NNG,1
취현방,UN,1
돌,VV,1
결정,NNG,1
문무,NNG,1
모임,NNG,1
제향,NNG,1
상복,NNG,1
통양,NNG,1
행주,NNG,1
대도,NNG,1
고득종,NNG,1
군자,NNG,1
명주,NNG,1
모든,NNP,1
옻칠,NNG,1
상자,NNG,1
숙청,NNG,1
전대,NNG,1
신,XPN,1
묘년,NNG,1
이주,NNG,1
대두,NNG,1
여러번,NNG,1
피해,NNG,1
환속,NNG,1
급전사,NNG,1
불복,NNG,1
여명,NNG,1
신무,NNG,1
충무,NNP,1
한로,NNG,1
겸관,NNG,1
이때,NNG,1
시작,NNG,1
순방,NNG,1
기지,NNG,1
基址,OH,1
증축,NNG,1
유은,NNG,1
지와,MAG,1
회,NNG,1
박초,NNG,1
안위,NNG,1
추가,NNG,1
작성,NNG,1
97,NR,1
이,JKC,1
다음날,NNG,1
송골매,NNG,1
육전,NNG,1
사송인,NNG,1
광,XSN,1
차,NNG,1
통신관,NNG,1
심히,MAG,1
부니,NNG,1
옥송,NNG,1
속히,MAG,1
내,NNG,1
시의,NNG,1
임명제,NNG,1
늙,VV,1
취한,NNG,1
천우,NNG,1
강조하,VV,1
뜻,NNG,1
이튿날,NNG,1
보,VXV,1
보,XSN,1
공격,NNG,1
좌산기,NNG,1
상시,NNG,1
안경검,UN,1
종사,NNG,1
두어,MDN,1
방,NNM,1
예속,NNG,1
효렴,NNG,1
공역,NNG,1
외의,NNG,1
시비,NNG,1
중외,NNG,1
물색,NNG,1
심성,NNG,1
기상,NNG,1
이변,NNG,1
인하,VV,1
자성,NNG,1
벼슬,NNG,1
재개,NNG,1
마전,NNG,1
지키,VV,1
감역관,NNG,1
능하,VA,1
활활출이,UN,1
지중추,NNG,1
조이,VV,1
정요,NNG,1
지공거,NNG,1
등용,NNG,1
과거,NNG,1
변하,VV,1
환수,NNG,1
세부,NNG,1
품,NNG,1
도태,NNG,1
지인,NNG,1
知印,OH,1
인의,NNG,1
생계,NNG,1
보조,NNG,1
낙점,NNG,1
1401,NR,1
아무런,MDT,1
고발자,NNG,1
수판,NNG,1
김남수,NNP,1
정결,NNG,1
고한,NNG,1
숭,UN,1
귀보,NNG,1
진해,NNG,1
번거롭,VA,1
효제,NNG,1
해진,NNG,1
재전,NNG,1
일정,NNG,1
한정,NNG,1
공무,NNG,1
천이,NNG,1
양인,NNG,1
발뒤꿈치,NNG,1
끊,VV,1
내쫓,VV,1
늦,VA,1
장관,NNG,1
실무자,NNG,1
계달,NNG,1
살기를,UN,1
한산,NNG,1
불허,NNG,1
절,VV,1
사간,NNG,1
광진,NNP,1
노도,NNG,1
제용감,NNG,1
구,NR,1
공박,NNG,1
기사,NNG,1
전구서,NNG,1
제거,NNG,1
이엉,NNG,1
가하,VV,1
기준,NNG,1
대비원,NNG,1
축방,NNG,1
백기,NNG,1
다음,NNG,1
내주,NNG,1
띄우,VV,1
군용,NNG,1
대렴,NNG,1
자,VV,1
최복,NNG,1
백의,NNG,1
착용,NNG,1
패전,NNG,1
지군사,NNG,1
영선,NNG,1
처형,NNG,1
민호,NNG,1
월령,NNG,1
개수,NNG,1
황상,NNG,1
방책,NNG,1
다툼,NNG,1
본부,NNG,1
율,NNG,1
전시,NNG,1
치루,VV,1
생신,NNG,1
혼,NNG,1
청과,NNG,1
논결하,VV,1
시혜소,NNG,1
소로,NNG,1
사육,NNG,1
마초,NNG,1
자자,NNG,1
영하,NNG,1
가운데,NNG,1
필요,NNG,1
청강,NNG,1
핑계,NNG,1
대,VV,1
거절,NNG,1
번개치,VV,1
염,NNG,1
실과,NNG,1
지함,NNG,1
동원,NNG,1
철거,NNG,1
물건,NNG,1
검사,NNG,1
피,NNG,1
캐,VV,1
소낙비,NNG,1
은사,NNG,1
도승지,NNG,1
인장,NNG,1
笠制,OH,1
제자,NNG,1
숨기,VV,1
두고,NNP,1
월선,NNG,1
月膳,OH,1
보마법,NNG,1
타이르,VV,1
박희무,UN,1
면죄,NNG,1
모살,NNG,1
혐의,NNG,1
어미,NNG,1
토의,NNG,1
자도,NNG,1
진하하,VV,1
태거,NNG,1
릉,UN,1
살인,NNG,1
또한,MAG,1
명군,NNG,1
교전,NNG,1
독살,NNG,1
안무사,NNG,1
시취,NNG,1
냇가,NNG,1
상당,NNG,1
애,NNG,1
불공,NNG,1
정면,NNG,1
안마,NNG,1
향이,NNG,1
새로이,MAG,1
진하,NNG,1
우의정,NNG,1
유의,NNG,1
벌,NNG,1
도감사,NNG,1
이승,NNG,1
재목,NNG,1
범종,NNG,1
현황,NNG,1
풍양,NNG,1
자,XSN,1
리,NNG,1
계보,NNG,1
우복야,NNG,1
사덕,NNG,1
출신지,NNG,1
산현,NNG,1
승격,NNG,1
훈련관,NNG,1
양반,NNG,1
성중관,NNG,1
병법,NNG,1
강습,NNG,1
2500,NR,1
건,NNM,1
私伴,OH,1
계,XSN,1
생,NNG,1
정역,NNG,1
싣,VV,1
편들,VV,1
하면,NNP,1
잘못,NNG,1
허망,NNG,1
술책,NNG,1
후하,VA,1
으려고,ECD,1
보천,NNG,1
문초,NNG,1
대원,NNG,1
바르,VA,1
돈녕,NNG,1
유습,NNG,1
계사,NNG,1
년,NNB,1
고장,NNG,1
양천,NNG,1
공처,NNG,1
상송,NNG,1
감세,NNG,1
버리,VXV,1
라고,ECD,1
소이,NNG,1
후자,NNG,1
?,SF,1
축문,NNG,1
빠뜨리,VV,1
거선,NNG,1
영의정,NNG,1
子,OH,1
출근,NNG,1
혼인,NNG,1
예식,NNG,1
으로써,JKM,1
적당,XR,1
겸의,NNG,1
일로,NNG,1
이등,NNG,1
비밀,NNG,1
누설,NNG,1
근일,NNG,1
기생,NNG,1
방종,NNG,1
건,NNG,1
거세,NNG,1
취하,VV,1
난동,NNG,1
저원,NNG,1
주서,NNG,1
비웃,VV,1
전후,NNG,1
모르,VV,1
우사간,NNG,1
박수,NNG,1
형과,NNG,1
정용,NNG,1
칠,NNG,1
표,NNG,1
적,NNB,1
자고,EFQ,1
일본어,NNG,1
사천,NNG,1
사이,NNG,1
정리,NNG,1
우시중,NNG,1
증직하,VV,1
라는,ETD,1
토인,NNG,1
일기도,NNG,1
걸,VV,1
200,NR,1
보내주,VV,1
청평,NNG,1
병란,NNG,1
지지,NNG,1
고성,NNG,1
취각령,UN,1
김익렴,NNG,1
궐,NNG,1
순종,NNG,1
경번갑,NNG,1
겸임,NNG,1
역모,NNG,1
가담,NNG,1
권희,UN,1
진도군,NNP,1
답험,NNG,1
서인,NNG,1
폐하,VV,1
부사정,NNG,1
우원,NNP,1
지가,NNG,1
에,VV,1
호피,NNG,1
궁시,NNG,1
라가,NNG,1
납향,NNG,1
금수,NNG,1
전,MDT,1
사소,NNG,1
공여,NNG,1
선장,NNG,1
膳狀,OH,1
후지,NNG,1
厚紙,OH,1
한도,NNG,1
구분,NNG,1
안색,NNG,1
이대,NNG,1
경죄,NNG,1
계월,NNG,1
감옥,NNG,1
치전,NNG,1
무렵,NNB,1
성절사,NNG,1
서방,NNG,1
이민,NNG,1
도가,NNG,1
적전,NNG,1
신축년,NNG,1
중분하,VV,1
의례,NNG,1
정소,NNG,1
범죄인,NNG,1
직책,NNG,1
바꾸,VV,1
부족,NNG,1
물자,NNG,1
주선,NNG,1
머무르다,UN,1
화살,NNG,1
구군,NNG,1
총,MDT,1
표리,NNG,1
임광,NNG,1
신료,NNG,1
불응,NNG,1
유한,NNG,1
순화,NNG,1
권극중,NNG,1
감당,NNG,1
일간,MAG,1
이만,MAG,1
읃,VV,1
죽이고,UN,1
내치,VV,1
일의,NNG,1
소목,NNG,1
만하,VXA,1
재주,NNG,1
양홍,NNG,1
전의,NNG,1
조청,NNG,1
절의,NNG,1
모으,VV,1
화지,NNG,1
禁火地,OH,1
이외,NNG,1
지역,NNG,1
마다,JX,1
우물,NNG,1
공동,NNG,1
강구,NNG,1
황자,NNG,1
희열,NNG,1
종친과,NNG,1
이초,NNG,1
판적,NNG,1
수의,NNG,1
지참,NNG,1
번상,NNG,1
시위군,NNG,1
귀농,NNG,1
나가,VV,1
정주,NNG,1
애도,NNG,1
쯤,NNG,1
언사,NNG,1
견책,NNG,1
종덕,NNG,1
약,NNG,1
방서,NNG,1
고찰,NNG,1
본초,NNG,1
언하,NNG,1
세금,NNG,1
조법,NNG,1
농,NNG,1
간한,NNG,1
찬성,NNG,1
오결하,VV,1
부대,NNG,1
여방,NNG,1
면직,NNG,1
역의,NNG,1
도장,NNG,1
개국,NNG,1
영정,NNG,1
입번하,VV,1
환도,NNG,1
지병,NNG,1
송아지,NNG,1
법이,NNG,1
넘치,VV,1
줄어들,VV,1
발설,NNG,1
수고,NNG,1
도용,NNG,1
약손,NNG,1
사형,NNG,1
불효,NNG,1
개편,NNG,1
포백,NNG,1
가부,NNG,1
공인,NNG,1
상인,NNG,1
부과,NNG,1
대로,NNG,1
단속,NNG,1
금의,NNG,1
월과,NNG,1
장인,NNG,1
천첩,NNG,1
수직,NNG,1
김종서,NNG,1
탐오,NNG,1
파훼하,VV,1
대흥,NNG,1
경천,NNG,1
법,XSN,1
향리,NNG,1
입제,NNG,1
"1,000",NR,1
목수,NNG,1
100,NR,1
장부,NNG,1
인견,NNG,1
빠지,VV,1
덕산동,NNP,1
흡,UN,1
김만수,NNG,1
최윤덕,NNG,1
작,VA,1
말로,NNG,1
서령,MAG,1
척,MAG,1
각전,NNG,1
껍질,NNG,1
까,VV,1
